respondent_id,segment_true,age_range,gender,country,income_bracket,respondent_role,heritage_connection,items_purchased_12m,items_purchased_12m_raw,buying_channels,product_interests,top_frustration,appeal_score,trust_factors,trust_count,membership_interest,nps_score,max_price_small_piece_usd,max_price_large_piece_usd,authenticity_premium_pct,future_purchases_per_year,main_purchase_blocker,top_wishlist_feature,wants_launch_notification,age_range_ordinal,income_bracket_ordinal,items_purchased_12m_ordinal,membership_interest_ordinal,segment_true_code,channel_Direct_from_artisans_travel,channel_Dont_currently_buy,channel_Galleries_or_exhibitions,channel_Local_boutiques,channel_Online_marketplaces,channel_Other,channel_no_response,interest_Furniture,interest_Home_decor,interest_Jewelry,interest_Pottery_ceramics,interest_Religious_spiritual_items,interest_Textiles_apparel,interest_Wall_art_paintings,interest_no_response,trust_Authentication_certification_per_piece,trust_Named_verified_artisan_profiles,trust_Personal_referral,trust_Recognized_brand_or_press_coverage,trust_Reviews_from_other_collectors,trust_Strong_return_refund_policy,trust_no_response,annual_spending_potential_usd,high_intent_customer,premium_buyer,high_trust_customer
R0606,Global Design & Decor Collector,35-44,Female,UK,$100-200K,Interior designer or architect,Professional interest (design/retail),1-2,2,Local boutiques; Online marketplaces; Galleries or exhibitions,Home decor; Textiles & apparel; Wall art & paintings,Shipping/customs issues,5,Authentication/certification per piece; Reviews from other collectors; Recognized brand or press coverage,3,"Yes, definitely",9,275.0,628.0,48.55,3.0,Price too high,Sustainability certification,False,3,4.0,1,2,4,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,825.0,1,1,1
R0594,Global Design & Decor Collector,45-54,Other,Italy,$50-100K,Interior designer or architect,"Strong personal interest, not Indian-origin",3-5,3,Other,Textiles & apparel; Wall art & paintings; Furniture; Pottery & ceramics,Authenticity doubts,4,Authentication/certification per piece; Named verified artisan profiles; Recognized brand or press coverage,3,"Yes, definitely",6,144.0,591.0,47.0,5.0,Not enough need/interest,Sustainability certification,False,4,3.0,2,2,4,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,720.0,1,0,0
R0612,Gifting & Corporate Buyer,18-24,Male,India,Prefer not to say,Corporate gifting buyer,No particular connection,1-2,1,Other,Home decor; Jewelry; Wall art & paintings; Pottery & ceramics,No provenance story,3,Authentication/certification per piece,1,No,5,60.0,273.0,30.7,1.0,Trust/authenticity doubts,Faster shipping,True,1,3.0,1,0,3,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,60.0,0,0,0
R0095,Gifting & Corporate Buyer,25-34,Female,UK,Prefer not to say,Gift buyer (personal),Professional interest (design/retail),3-5,3,Online marketplaces; Direct from artisans/travel,Home decor; Jewelry,Authenticity doubts,3,Authentication/certification per piece; Recognized brand or press coverage,2,No,5,40.0,248.0,44.9,1.0,Trust/authenticity doubts,Video story of the artisan,True,2,3.0,2,0,3,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,40.0,0,0,0
R0012,Collectors Circle Prospect,45-54,Female,UK,$200K+,Individual collector,"Strong personal interest, not Indian-origin",6+,8,Online marketplaces; Galleries or exhibitions; Other,Textiles & apparel; Wall art & paintings; Furniture; Pottery & ceramics,Shipping/customs issues,5,Authentication/certification per piece; Named verified artisan profiles; Reviews from other collectors; Strong return/refund policy; Recognized brand or press coverage; Personal referral,6,"Yes, definitely",9,368.5,1505.0,84.0625,4.0,Shipping/customs concerns,Financing/installment options,True,4,5.0,3,2,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1474.0,1,1,1
R0397,Gifting & Corporate Buyer,25-34,Male,UAE,$50-100K,Corporate gifting buyer,No particular connection,3-5,3,Online marketplaces,Home decor; Jewelry,Authenticity doubts,3,Reviews from other collectors,1,"Yes, definitely",5,48.0,279.0,27.8,2.0,Shipping/customs concerns,Sustainability certification,False,2,3.0,2,2,3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,96.0,0,0,0
R0534,Conscious Luxury Consumer,25-34,Female,Canada,Under $25K,Gift buyer (personal),"Strong personal interest, not Indian-origin",1-2,1,Online marketplaces; Direct from artisans/travel,Home decor; Textiles & apparel,Pricing trust concerns,3,Named verified artisan profiles; Reviews from other collectors,2,Possibly,4,33.0,150.0,41.2,0.0,Not enough need/interest,Nothing specific,True,2,1.0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0.0,0,0,0
R0044,Collectors Circle Prospect,55+,Female,USA,$200K+,Individual collector,"Strong personal interest, not Indian-origin",3-5,5,Local boutiques; Direct from artisans/travel,Jewelry; Wall art & paintings; Religious/spiritual items,No provenance story,5,Authentication/certification per piece; Personal referral,2,"Yes, definitely",10,368.5,1505.0,47.8,2.0,Price too high,Financing/installment options,True,5,5.0,2,2,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,737.0,0,1,1
R0043,Diaspora Heritage Buyer,25-34,Female,Canada,$25-50K,Retailer or boutique owner,No particular connection,3-5,3,Online marketplaces,Home decor; Textiles & apparel; Jewelry; Wall art & paintings; Religious/spiritual items,Other/none,4,Named verified artisan profiles; Strong return/refund policy; Recognized brand or press coverage,3,"Yes, definitely",8,57.0,166.0,71.0,4.0,Price too high,Financing/installment options,False,2,2.0,2,2,2,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,0,228.0,1,0,0
R0330,Diaspora Heritage Buyer,55+,Male,UK,$25-50K,Individual collector,Indian-origin,1-2,2,Don't currently buy,Home decor,Authenticity doubts,4,Authentication/certification per piece; Named verified artisan profiles; Strong return/refund policy; Personal referral,4,Possibly,5,52.0,160.0,54.8,1.0,Price too high,Sustainability certification,False,5,2.0,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,52.0,0,0,0
R0168,Diaspora Heritage Buyer,45-54,Female,UAE,$50-100K,Individual collector,No particular connection,3-5,3,Direct from artisans/travel,Textiles & apparel; Pottery & ceramics; Religious/spiritual items,No provenance story,3,Strong return/refund policy; Recognized brand or press coverage,2,Possibly,8,45.0,368.0,39.4,0.0,Shipping/customs concerns,Local pickup or showroom,True,4,3.0,2,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0.0,0,0,0
R0498,Diaspora Heritage Buyer,35-44,Male,UK,$50-100K,Other,Indian-origin,1-2,2,Online marketplaces; Direct from artisans/travel,Textiles & apparel; Jewelry; Wall art & paintings; Religious/spiritual items,Pricing trust concerns,3,Authentication/certification per piece; Named verified artisan profiles; Reviews from other collectors,3,No,4,185.0,526.0,44.6,1.0,Shipping/customs concerns,Local pickup or showroom,True,3,3.0,1,0,2,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,185.0,0,0,0
R0877,Conscious Luxury Consumer,18-24,Female,Netherlands,$25-50K,Gift buyer (personal),"Strong personal interest, not Indian-origin",0,0,Online marketplaces; Direct from artisans/travel,Pottery & ceramics,Authenticity doubts,3,Authentication/certification per piece; Reviews from other collectors; Personal referral,3,No,2,41.0,122.0,62.1,0.0,Not enough need/interest,Financing/installment options,True,1,2.0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0.0,0,0,0
R0598,Diaspora Heritage Buyer,45-54,Male,Canada,$25-50K,Individual collector,Indian-origin,1-2,2,Direct from artisans/travel,Home decor; Jewelry; Wall art & paintings; Pottery & ceramics,Authenticity doubts,3,Named verified artisan profiles; Personal referral,2,Possibly,6,368.5,1505.0,40.9,1.0,Not enough need/interest,Financing/installment options,True,4,2.0,1,1,2,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,368.5,0,0,0
R0757,Conscious Luxury Consumer,35-44,Female,USA,$25-50K,Gift buyer (personal),Indian-origin,0,0,Local boutiques; Online marketplaces,Religious/spiritual items,Inconsistent quality,3,Authentication/certification per piece; Reviews from other collectors; Strong return/refund policy; Recognized brand or press coverage; Personal referral,5,"Yes, definitely",7,42.0,1505.0,64.8,3.0,Shipping/customs concerns,Video story of the artisan,True,3,2.0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,126.0,0,0,0
R0101,Diaspora Heritage Buyer,18-24,Male,USA,$100-200K,Individual collector,Indian-origin,3-5,3,Online marketplaces,Home decor; Religious/spiritual items,Inconsistent quality,4,Authentication/certification per piece,1,Possibly,8,92.0,580.0,31.3,3.0,Price too high,Nothing specific,True,1,4.0,2,1,2,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,276.0,1,0,0
R0427,Global Design & Decor Collector,35-44,Female,Germany,$100-200K,Interior designer or architect,No particular connection,1-2,1,Online marketplaces,Textiles & apparel; Wall art & paintings; Pottery & ceramics,Pricing trust concerns,4,Named verified artisan profiles; Reviews from other collectors; Strong return/refund policy,3,No,3,216.0,775.0,57.9,2.0,Trust/authenticity doubts,Financing/installment options,True,3,4.0,1,0,4,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,432.0,0,1,0
R0179,Collectors Circle Prospect,35-44,Female,UAE,$200K+,Interior designer or architect,Indian-origin,6+,6,Galleries or exhibitions,Jewelry; Wall art & paintings,Authenticity doubts,5,Authentication/certification per piece; Named verified artisan profiles; Personal referral,3,"Yes, definitely",10,368.5,1505.0,52.2,2.0,Not enough need/interest,Financing/installment options,True,3,5.0,3,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,737.0,0,1,1
R0445,Gifting & Corporate Buyer,45-54,Prefer not to say,Hong Kong,$50-100K,Gift buyer (personal),No particular connection,3-5,3,Galleries or exhibitions,Home decor,Shipping/customs issues,3,Authentication/certification per piece; Reviews from other collectors,2,Possibly,6,68.0,1329.0,32.0,4.0,Shipping/customs concerns,Local pickup or showroom,False,4,3.0,2,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,272.0,0,0,0
R0417,Diaspora Heritage Buyer,25-34,Male,Singapore,$25-50K,Gift buyer (personal),Indian-origin,3-5,4,Online marketplaces,Home decor; Textiles & apparel,Other/none,3,Named verified artisan profiles,1,"Yes, definitely",4,39.0,179.0,31.7,7.0,Trust/authenticity doubts,Sustainability certification,False,2,2.0,2,2,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,273.0,0,0,0
R0871,Global Design & Decor Collector,25-34,Female,USA,$100-200K,Interior designer or architect,"Strong personal interest, not Indian-origin",3-5,3,Online marketplaces,Home decor; Furniture; Pottery & ceramics,Authenticity doubts,5,Authentication/certification per piece; Strong return/refund policy; Personal referral,3,"Yes, definitely",7,279.0,664.0,48.55,3.0,Return policy concerns,Faster shipping,False,2,4.0,2,2,4,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,837.0,1,1,0
R0883,Diaspora Heritage Buyer,18-24,Male,UK,$50-100K,Individual collector,"Strong personal interest, not Indian-origin",1-2,2,Local boutiques; Online marketplaces,Home decor; Textiles & apparel; Jewelry; Religious/spiritual items,Authenticity doubts,3,Authentication/certification per piece; Reviews from other collectors; Strong return/refund policy; Personal referral,4,"Yes, definitely",6,83.0,320.0,59.1,6.0,Return policy concerns,Faster shipping,True,1,3.0,1,2,2,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,498.0,0,0,0
R0681,Gifting & Corporate Buyer,45-54,Female,India,$25-50K,Gift buyer (personal),Indian-origin,1-2,1,Local boutiques,Jewelry,Inconsistent quality,3,Reviews from other collectors; Strong return/refund policy,2,No,4,31.0,98.0,55.8,0.0,Trust/authenticity doubts,Nothing specific,True,4,2.0,1,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0,0,0
R0178,Global Design & Decor Collector,45-54,Female,Italy,$100-200K,Interior designer or architect,No particular connection,1-2,2,Local boutiques,Textiles & apparel; Wall art & paintings; Pottery & ceramics,Shipping/customs issues,5,Authentication/certification per piece; Named verified artisan profiles; Reviews from other collectors,3,"Yes, definitely",8,339.0,786.0,47.2,5.0,Trust/authenticity doubts,Financing/installment options,True,4,4.0,1,2,4,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,1695.0,1,1,0
R0396,Collectors Circle Prospect,55+,Female,Singapore,$200K+,Retailer or boutique owner,Professional interest (design/retail),6+,6,Local boutiques,Textiles & apparel; Pottery & ceramics,No provenance story,4,Named verified artisan profiles; Recognized brand or press coverage,2,"Yes, definitely",8,368.5,1505.0,43.3,3.0,Trust/authenticity doubts,Sustainability certification,True,5,5.0,3,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1105.5,1,1,0
R0912,Diaspora Heritage Buyer,25-34,Female,Canada,$25-50K,Retailer or boutique owner,Indian-origin,3-5,4,Other,Home decor; Furniture,Authenticity doubts,5,Authentication/certification per piece; Named verified artisan profiles; Strong return/refund policy,3,"Yes, definitely",6,83.0,285.0,75.1,3.0,Not enough need/interest,Local pickup or showroom,True,2,2.0,2,2,2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,249.0,1,0,0
R0794,Conscious Luxury Consumer,18-24,Female,Netherlands,$25-50K,Individual collector,No particular connection,3-5,3,Direct from artisans/travel,Home decor; Textiles & apparel; Jewelry; Religious/spiritual items,Shipping/customs issues,3,Authentication/certification per piece; Named verified artisan profiles; Reviews from other collectors,3,"Yes, definitely",5,67.0,376.0,53.6,2.0,Trust/authenticity doubts,Faster shipping,False,1,2.0,2,2,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,134.0,0,0,0
R0961,Diaspora Heritage Buyer,45-54,Female,UK,$50-100K,Gift buyer (personal),Indian-origin,0,0,Online marketplaces; Direct from artisans/travel,Home decor; Pottery & ceramics,Inconsistent quality,3,Authentication/certification per piece; Reviews from other collectors; Strong return/refund policy,3,No,3,69.0,363.0,40.0,0.0,Trust/authenticity doubts,Financing/installment options,True,4,3.0,0,0,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0.0,0,0,0
R0685,Collectors Circle Prospect,35-44,Male,USA,$200K+,Individual collector,Professional interest (design/retail),3-5,3,Direct from artisans/travel; Galleries or exhibitions,Home decor; Textiles & apparel; Wall art & paintings,Shipping/customs issues,5,Authentication/certification per piece; Recognized brand or press coverage,2,"Yes, definitely",9,368.5,1505.0,57.2,2.0,Shipping/customs concerns,Financing/installment options,True,3,5.0,2,2,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,737.0,0,1,1
R0384,Gifting & Corporate Buyer,35-44,Prefer not to say,Hong Kong,$50-100K,Gift buyer (personal),Professional interest (design/retail),0,0,Online marketplaces; Direct from artisans/travel,Textiles & apparel,Pricing trust concerns,3,Reviews from other collectors,1,No,4,62.0,365.0,30.9,1.0,Shipping/customs concerns,Video story of the artisan,True,3,3.0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,62.0,0,0,0
R0957,Global Design & Decor Collector,25-34,Male,Italy,$50-100K,Interior designer or architect,"Strong personal interest, not Indian-origin",3-5,4,Direct from artisans/travel,Wall art & paintings; Pottery & ceramics; Religious/spiritual items,Shipping/customs issues,4,Authentication/certification per piece; Named verified artisan profiles; Strong return/refund policy,3,No,7,159.0,722.0,45.7,2.0,Price too high,Local pickup or showroom,True,2,3.0,2,0,4,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,318.0,0,0,0
R0752,Collectors Circle Prospect,45-54,Male,UAE,$200K+,Individual collector,Indian-origin,6+,6,Local boutiques; Direct from artisans/travel,Home decor; Jewelry; Wall art & paintings,Other/none,5,Authentication/certification per piece; Recognized brand or press coverage,2,"Yes, definitely",6,368.5,1285.0,42.6,4.0,Price too high,Video story of the artisan,True,4,5.0,3,2,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1474.0,1,1,0
R0258,Conscious Luxury Consumer,18-24,Female,Germany,Under $25K,Gift buyer (personal),No particular connection,3-5,3,Online marketplaces; Galleries or exhibitions,Jewelry,Authenticity doubts,3,Named verified artisan profiles; Reviews from other collectors,2,No,3,27.0,123.0,35.4,1.0,No major concerns,Faster shipping,True,1,1.0,2,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,27.0,0,0,0
R0539,Global Design & Decor Collector,35-44,Female,USA,$100-200K,Individual collector,"Strong personal interest, not Indian-origin",3-5,3,Online marketplaces,Home decor; Textiles & apparel; Wall art & paintings; Furniture,Authenticity doubts,5,Authentication/certification per piece; Recognized brand or press coverage,2,"Yes, definitely",9,368.5,1505.0,54.0,4.0,Trust/authenticity doubts,Sustainability certification,False,3,4.0,2,2,4,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1474.0,1,1,1
R0336,Diaspora Heritage Buyer,45-54,Male,USA,$100-200K,Individual collector,Indian-origin,0,0,Local boutiques; Online marketplaces; Direct from artisans/travel,Home decor; Pottery & ceramics,Inconsistent quality,3,Named verified artisan profiles; Strong return/refund policy,2,"Yes, definitely",7,121.0,516.0,40.0,5.0,Price too high,Financing/installment options,False,4,4.0,0,2,2,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,605.0,0,0,0
R0016,Diaspora Heritage Buyer,35-44,Female,Australia,$25-50K,Individual collector,Indian-origin,3-5,3,Online marketplaces,Religious/spiritual items,Other/none,4,Authentication/certification per piece; Named verified artisan profiles; Reviews from other collectors; Personal referral,4,Possibly,5,66.0,295.0,80.0,2.0,No major concerns,Local pickup or showroom,True,3,2.0,2,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,132.0,0,0,0
R0325,Collectors Circle Prospect,45-54,Female,UAE,$200K+,Individual collector,Professional interest (design/retail),6+,6,Direct from artisans/travel,Home decor; Textiles & apparel; Wall art & paintings; Pottery & ceramics,Inconsistent quality,5,Authentication/certification per piece; Named verified artisan profiles; Personal referral,3,"Yes, definitely",7,368.5,1505.0,75.8,2.0,Price too high,Local pickup or showroom,True,4,5.0,3,2,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,737.0,0,1,0
R0759,Collectors Circle Prospect,35-44,Female,USA,$200K+,Individual collector,Professional interest (design/retail),3-5,4,Galleries or exhibitions,Home decor; Textiles & apparel; Jewelry; Wall art & paintings,No provenance story,4,Authentication/certification per piece; Named verified artisan profiles; Reviews from other collectors,3,"Yes, definitely",6,368.5,1505.0,56.2,1.0,Not enough need/interest,Faster shipping,True,3,5.0,2,2,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,368.5,0,1,0
R0223,Diaspora Heritage Buyer,55+,Male,UAE,$200K+,Gift buyer (personal),Indian-origin,1-2,1,Don't currently buy,Textiles & apparel; Wall art & paintings,Authenticity doubts,4,Named verified artisan profiles; Strong return/refund policy; Recognized brand or press coverage; Personal referral,4,"Yes, definitely",6,351.0,1505.0,48.55,8.0,Price too high,Nothing specific,True,5,5.0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,2808.0,1,1,0
R0180,Diaspora Heritage Buyer,55+,Female,USA,$50-100K,Individual collector,Indian-origin,3-5,3,Online marketplaces,Home decor; Religious/spiritual items,Shipping/customs issues,3,Strong return/refund policy,1,No,8,100.0,442.0,32.7,0.0,Trust/authenticity doubts,Faster shipping,True,5,3.0,2,0,2,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0
R0984,Diaspora Heritage Buyer,35-44,Prefer not to say,USA,$50-100K,Individual collector,Indian-origin,1-2,2,Local boutiques,Home decor,Authenticity doubts,4,Named verified artisan profiles; Reviews from other collectors; Strong return/refund policy,3,No,5,77.0,332.0,46.4,1.0,Not enough need/interest,Local pickup or showroom,True,3,3.0,1,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,77.0,0,0,0
R0023,Diaspora Heritage Buyer,35-44,Female,USA,$50-100K,Gift buyer (personal),"Strong personal interest, not Indian-origin",0,0,Online marketplaces,Textiles & apparel; Religious/spiritual items,Inconsistent quality,4,Named verified artisan profiles,1,No,5,190.0,810.0,29.3,2.0,Shipping/customs concerns,Nothing specific,False,3,3.0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,380.0,0,0,0
R0357,Diaspora Heritage Buyer,35-44,Male,USA,$25-50K,Individual collector,"Strong personal interest, not Indian-origin",3-5,4,Online marketplaces,Textiles & apparel; Jewelry; Wall art & paintings; Pottery & ceramics,Shipping/customs issues,4,Authentication/certification per piece,1,No,5,46.0,141.0,38.7,0.0,Shipping/customs concerns,Faster shipping,True,3,2.0,2,0,2,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0.0,0,0,0
R0667,Diaspora Heritage Buyer,35-44,Male,Canada,$100-200K,Gift buyer (personal),Indian-origin,0,0,Local boutiques,Textiles & apparel; Jewelry,No provenance story,4,Authentication/certification per piece; Named verified artisan profiles; Reviews from other collectors,3,Possibly,7,83.0,324.0,59.3,7.0,Not enough need/interest,Video story of the artisan,False,3,4.0,0,1,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,581.0,1,0,0
R0862,Global Design & Decor Collector,55+,Female,UK,$100-200K,Individual collector,Professional interest (design/retail),3-5,5,Direct from artisans/travel; Galleries or exhibitions,Home decor,No provenance story,4,Authentication/certification per piece; Named verified artisan profiles,2,"Yes, definitely",6,83.0,952.0,48.55,7.0,Not enough need/interest,Financing/installment options,False,5,4.0,2,2,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,581.0,1,0,0
R0341,Global Design & Decor Collector,35-44,Female,UK,$50-100K,Interior designer or architect,Professional interest (design/retail),3-5,5,Local boutiques; Direct from artisans/travel; Galleries or exhibitions,Textiles & apparel; Furniture,Pricing trust concerns,5,Authentication/certification per piece; Reviews from other collectors,2,"Yes, definitely",5,151.0,764.0,48.55,6.0,Price too high,Local pickup or showroom,True,3,3.0,2,2,4,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,906.0,1,0,0
R0432,Gifting & Corporate Buyer,25-34,Other,Hong Kong,$100-200K,Corporate gifting buyer,Indian-origin,1-2,1,Online marketplaces,Jewelry,Authenticity doubts,3,Personal referral,1,"Yes, definitely",6,35.0,205.0,39.7,3.0,Price too high,Video story of the artisan,False,2,4.0,1,2,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,105.0,0,0,0
R0552,Gifting & Corporate Buyer,25-34,Female,India,$25-50K,Individual collector,No particular connection,1-2,2,Local boutiques; Online marketplaces; Other,Pottery & ceramics,Other/none,3,Reviews from other collectors; Strong return/refund policy,2,Possibly,4,35.0,363.0,32.6,6.0,Return policy concerns,Video story of the artisan,True,2,2.0,1,1,3,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,210.0,0,0,0
R0834,Diaspora Heritage Buyer,35-44,Male,USA,$100-200K,Gift buyer (personal),Indian-origin,0,0,Online marketplaces,Home decor; Textiles & apparel; Jewelry; Wall art & paintings; Pottery & ceramics,No provenance story,3,Authentication/certification per piece; Named verified artisan profiles; Personal referral,3,No,2,89.0,178.0,53.7,0.0,Return policy concerns,Faster shipping,True,3,4.0,0,0,2,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0.0,0,0,0
R0204,Collectors Circle Prospect,25-34,Female,USA,$200K+,Individual collector,Indian-origin,3-5,5,Local boutiques; Galleries or exhibitions,Home decor; Textiles & apparel; Furniture; Pottery & ceramics,Authenticity doubts,5,Authentication/certification per piece; Recognized brand or press coverage,2,"Yes, definitely",8,83.0,1323.0,42.8,4.0,Trust/authenticity doubts,Financing/installment options,True,2,5.0,2,2,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,332.0,1,0,0
R0631,Conscious Luxury Consumer,35-44,Female,UK,$25-50K,Individual collector,Professional interest (design/retail),0,0,Online marketplaces; Direct from artisans/travel,Home decor; Textiles & apparel,No provenance story,4,Authentication/certification per piece; Named verified artisan profiles; Recognized brand or press coverage; Personal referral,4,"Yes, definitely",4,57.0,363.0,84.0625,5.0,Trust/authenticity doubts,Financing/installment options,False,3,2.0,0,2,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,285.0,1,0,0
R0094,Conscious Luxury Consumer,25-34,Female,Canada,Under $25K,Individual collector,"Strong personal interest, not Indian-origin",6+,6,Direct from artisans/travel,Textiles & apparel; Furniture; Pottery & ceramics; Religious/spiritual items,Inconsistent quality,4,Authentication/certification per piece; Named verified artisan profiles,2,No,4,77.0,95.0,36.4,2.0,Return policy concerns,Financing/installment options,False,2,1.0,3,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,154.0,0,0,0
R0559,Gifting & Corporate Buyer,45-54,Female,India,$100-200K,Corporate gifting buyer,"Strong personal interest, not Indian-origin",6+,7,Online marketplaces,Home decor; Jewelry,No provenance story,1,Authentication/certification per piece; Strong return/refund policy; Personal referral,3,Possibly,2,68.0,131.0,45.3,6.0,Trust/authenticity doubts,Video story of the artisan,False,4,4.0,3,1,3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,408.0,0,0,0
R0069,Diaspora Heritage Buyer,35-44,Female,UK,$25-50K,Individual collector,Indian-origin,1-2,1,Local boutiques; Online marketplaces; Direct from artisans/travel,Home decor; Textiles & apparel; Wall art & paintings; Pottery & ceramics,Inconsistent quality,4,Named verified artisan profiles; Strong return/refund policy,2,No,3,41.0,167.0,69.9,0.0,Price too high,Local pickup or showroom,True,3,2.0,1,0,2,1,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0.0,0,0,0
R0623,Global Design & Decor Collector,45-54,Female,France,$100-200K,Individual collector,No particular connection,1-2,2,Galleries or exhibitions,Wall art & paintings; Furniture,Shipping/customs issues,5,Named verified artisan profiles; Strong return/refund policy; Recognized brand or press coverage,3,Possibly,3,196.0,947.0,52.6,2.0,Price too high,Sustainability certification,True,4,4.0,1,1,4,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,392.0,0,1,0
R0285,Conscious Luxury Consumer,18-24,Female,USA,Under $25K,Individual collector,Professional interest (design/retail),1-2,2,Other,Textiles & apparel; Jewelry; Pottery & ceramics,Shipping/customs issues,2,Authentication/certification per piece,1,"Yes, definitely",6,18.0,30.0,27.2,5.0,Return policy concerns,Financing/installment options,True,1,1.0,1,2,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,90.0,0,0,0
